AIRPORT_CODE,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME,STATE_NAME,STATE_CODE,COUNTRY_NAME,CITY_NAME
JCT,30.51111111,-99.76277778,Kimble County,Texas,TX,United States,Junction
INR,46.24222222,-84.46611111,Kincheloe AFB,Michigan,MI,United States,Sault Ste. Marie
KVC,55.11638889,-162.26611111,King Cove Airport,Alaska,AK,United States,King Cove
AKN,58.67638889,-156.64861111,King Salmon Airport,Alaska,AK,United States,King Salmon
VWQ,38.09166667,-121.35944444,Kingdon Airpark,California,CA,United States,Lodi
IGM,35.25944444,-113.93805556,Kingman Airport,Arizona,AZ,United States,Kingman
LNL,46.15416667,-89.21194444,Kings Land O  Lakes,Wisconsin,WI,United States,Land O' Lakes
YGK,44.22583333,-76.59666667,Kingston Airport,Ontario,ON,Canada,Kingston
NY1,41.98527778,-73.96444444,Kingston Ulster,New York,NY,United States,Kingston
NQI,27.50444444,-97.80833333,Kingsville NAS,Texas,TX,United States,Kingsville
ISO,35.33138889,-77.60888889,Kinston Regional Jetport at Stallings Field,North Carolina,NC,United States,Kinston
KPN,59.93166667,-164.02805556,Kipnuk Airport,Alaska,AK,United States,Kipnuk
PGR,36.06388889,-90.50916667,Kirk Field,Arkansas,AR,United States,Paragould
YKX,48.21027778,-79.98138889,Kirkland Lake Airport,Ontario,ON,Canada,Kirkland Lake
IRK,40.09333333,-92.545,Kirksville Regional,Missouri,MO,United States,Kirksville
ISM,28.28972222,-81.43694444,Kissimmee Gateway,Florida,FL,United States,Orlando
RQX,39.2425,-102.28527778,Kit Carson County,Colorado,CO,United States,Burlington
KKB,58.19166667,-152.35,Kitoi Bay Airport,Alaska,AK,United States,Kitoi Bay
KVL,67.73611111,-164.56361111,Kivalina Airport,Alaska,AK,United States,Kivalina
KZH,57.58305556,-153.15,Kizhuyak Airport,Alaska,AK,United States,Kizhuyak
06A,57.74527778,-152.88277778,Kizhuyak Bay,Alaska,AK,United States,Kizhuyak
KBK,57.64472222,-136.09305556,Klag Bay Airport,Alaska,AK,United States,Klag Bay
KLW,55.57916667,-133.07611111,Klawock Airport,Alaska,AK,United States,Klawock
07A,55.55472222,-133.10166667,Klawock Seaplane Base,Alaska,AK,United States,Klawock
O2H,40.32888889,-82.52611111,Knox County,Ohio,OH,United States,Mount Vernon
RKD,44.06,-69.09916667,Knox County Regional,Maine,ME,United States,Rockland
OXV,41.30166667,-93.11277778,Knoxville Municipal,Iowa,IA,United States,Knoxville
CA1,64.69,-110.62,Koala Mine Airport,Northwest Territories,NT,Canada,Koala Mine
OBU,66.91222222,-156.89722222,Kobuk Airport,Alaska,AK,United States,Kobuk
ADQ,57.74972222,-152.49388889,Kodiak Airport,Alaska,AK,United States,Kodiak
KDK,57.80583333,-152.37388889,Kodiak Municipal,Alaska,AK,United States,Kodiak
A41,70.57472222,-152.25888889,Kogru River Airport,Alaska,AK,United States,Kogru River
KNK,59.43333333,-154.8025,Kokhanok Airport,Alaska,AK,United States,Kokhanok
OKK,40.52777778,-86.05972222,Kokomo Municipal,Indiana,IN,United States,Kokomo/Logansport/Peru
KGK,59.72666667,-157.26027778,Koliganek Airport,Alaska,AK,United States,Koliganek
QKV,19.64722222,-156.01194444,Kona Keahole,Hawaii,HI,United States,Kona Village
KKH,59.96166667,-162.88055556,Kongiganak Airport,Alaska,AK,United States,Kongiganak
OSX,33.09027778,-89.54194444,Kosciusko/Attala County,Mississippi,MS,United States,Kosciusko
KOT,63.03055556,-163.53277778,Kotlik Airport,Alaska,AK,United States,Kotlik
KKA,64.93944444,-161.15416667,Koyuk Alfred Adams,Alaska,AK,United States,Koyuk
KYU,64.87583333,-157.73055556,Koyukuk Airport,Alaska,AK,United States,Koyukuk
YBB,68.53583333,-89.80527778,Kugaaruk Airport,Nunavut Territory,NU,Canada,Kugaaruk
YCO,67.81666667,-115.14388889,Kugluktuk,Nunavut Territory,NU,Canada,Kugluktuk/Coppermine
KUW,68.30694444,-161.4,Kugururok River Airport,Alaska,AK,United States,Kugururok River
LKK,58.965,-155.09555556,Kulik Lake Airport,Alaska,AK,United States,Kulik Lake
YGW,55.28194444,-77.76527778,Kuujjuarapik Airport,Quebec,QC,Canada,Kuujjuarapik
KWT,60.79027778,-161.44361111,Kwethluk Airport,Alaska,AK,United States,Kwethluk
KWK,59.87555556,-163.16805556,Kwigillingok Airport,Alaska,AK,United States,Kwigillingok
CEY,36.66444444,-88.37277778,Kyle-Oakley Field,Kentucky,KY,United States,Murray
OEO,45.30944444,-92.69,L O Simenstad Municipal,Wisconsin,WI,United States,Osceola
OLF,48.09444444,-105.575,L. M. Clayton,Montana,MT,United States,Wolf Point
LSE,43.87916667,-91.25666667,La Crosse Regional,Wisconsin,WI,United States,La Crosse
YAH,53.75472222,-73.67527778,La Grande 4 Airport,Quebec,QC,Canada,La Grande 4
YGL,53.62527778,-77.70416667,La Grande Riviere,Quebec,QC,Canada,La Grande
LGD,45.28944444,-118.00611111,La Grande/Union County,Oregon,OR,United States,La Grande
LHX,38.05,-103.50972222,La Junta Municipal,Colorado,CO,United States,La Junta
LPO,41.5725,-86.73444444,La Porte Municipal,Indiana,IN,United States,La Porte
YVC,55.15138889,-105.26694444,La Ronge,Saskatchewan,SK,Canada,Lac La Ronge
ZLT,50.83083333,-58.97555556,La Tabatiere Airport,Quebec,QC,Canada,La Tabatiere
YLQ,47.40972222,-72.78888889,La Tuque Airport,Quebec,QC,Canada,La Tuque
LGC,33.00888889,-85.0725,LaGrange-Callaway,Georgia,GA,United States,LaGrange
LGA,40.77722222,-73.8725,LaGuardia,New York,NY,United States,New York
WLB,56.28333333,-133.65,Labouchere Bay Airport,Alaska,AK,United States,Labouchere Bay
LCI,43.57305556,-71.41777778,Laconia Municipal,New Hampshire,NH,United States,Laconia
FBK,64.8375,-147.61444444,Ladd AAF,Alaska,AK,United States,Fairbanks
TN5,36.52,-86.05805556,Lafayette Municipal,Tennessee,TN,United States,Lafayette
LFT,30.205,-91.98777778,Lafayette Regional Paul Fournet Field,Louisiana,LA,United States,Lafayette
A78,71.03,-154.44361111,Lake,Alaska,AK,United States,Cape Simpson
LCH,30.12611111,-93.22333333,Lake Charles Regional,Louisiana,LA,United States,Lake Charles
VWE,47.86611111,-119.94277778,Lake Chelan,Washington,WA,United States,Chelan
XXW,30.18194444,-82.57694444,Lake City Gateway,Florida,FL,United States,Lake City
LXV,39.21944444,-106.31638889,Lake County,Colorado,CO,United States,Leadville
LKV,42.16111111,-120.39916667,Lake County,Oregon,OR,United States,Lakeview
SME,37.05361111,-84.61555556,Lake Cumberland Regional,Kentucky,KY,United States,Somerset
A45,57.81666667,-134.58333333,Lake Florence Airport,Alaska,AK,United States,Lake Florence
YLC,62.85,-69.88333333,Lake Harbour,Nunavut Territory,NU,Canada,Kimmirut/Lake Harbour
A46,57.7,-134.26666667,Lake Hasselborg Airport,Alaska,AK,United States,Lake Hasselborg
HII,34.57111111,-114.35833333,Lake Havasu City Airport,Arizona,AZ,United States,Lake Havasu City
LHU,34.45833333,-114.36111111,Lake Havasu City Airport,Arizona,AZ,United States,Lake Havasu City
DQL,61.18666667,-149.96527778,Lake Hood Strip,Alaska,AK,United States,Anchorage
LMA,63.88583333,-152.30194444,Lake Minchumina Airport,Alaska,AK,United States,Lake Minchumina
LKP,44.26444444,-73.96194444,Lake Placid Airport,New York,NY,United States,Lake Placid
CA2,44.48611111,-79.55555556,Lake Simcoe Airport,Ontario,ON,Canada,Lake Simcoe
TVL,38.89388889,-119.99527778,Lake Tahoe Airport,California,CA,United States,Lake Tahoe
LKE,47.62888889,-122.33861111,Lake Union Terminal,Washington,WA,United States,Seattle
NEW,30.0425,-90.02833333,Lakefront,Louisiana,LA,United States,New Orleans
NEL,40.035,-74.35222222,Lakehurst/Maxfield Field,New Jersey,NJ,United States,Lakehurst
LAL,27.98888889,-82.01861111,Lakeland Linder Regional,Florida,FL,United States,Lakeland
ARV,45.92805556,-89.73083333,Lakeland/Noble F. Lee Memorial Field,Wisconsin,WI,United States,Minocqua/Woodruff
XXE,40.06694444,-74.1775,Lakewood Airport,New Jersey,NJ,United States,Lakewood
LAA,38.06972222,-102.68861111,Lamar Municipal,Colorado,CO,United States,Lamar
XXP,38.99055556,-122.90083333,Lampson Field,California,CA,United States,Lakeport
LNY,20.78555556,-156.95138889,Lanai Airport,Hawaii,HI,United States,Lanai
LNS,40.12222222,-76.29444444,Lancaster Airport,Pennsylvania,PA,United States,Lancaster
ZXK,55.21666667,-132.08638889,Lancaster Cove Airport,Alaska,AK,United States,Lancaster Cove
LNT,32.81194444,-85.22972222,Lanett Municipal,Alabama,AL,United States,Lanett
LFI,37.08277778,-76.36055556,Langley AFB,Virginia,VA,United States,Newport News/Hampton
YLH,52.19555556,-87.93416667,Lansdowne House Airport,Ontario,ON,Canada,Lansdowne House
LAR,41.31194444,-105.675,Laramie Regional,Wyoming,WY,United States,Laramie
LRD,27.54416667,-99.46166667,Laredo International,Texas,TX,United States,Laredo
LOI,27.61555556,-99.52,Laredo Municipal,Texas,TX,United States,Laredo
KLN,57.535,-153.97666667,Larsen Bay Airport,Alaska,AK,United States,Larsen Bay
LRN,47.14305556,-119.24027778,Larson AFB,Washington,WA,United States,Moses Lake
TAD,37.25972222,-104.33916667,Las Animas County,Colorado,CO,United States,Trinidad
LRU,32.28944444,-106.92194444,Las Cruces International,New Mexico,NM,United States,Las Cruces
LVS,35.65416667,-105.1425,Las Vegas Municipal,New Mexico,NM,United States,Las Vegas
DLF,29.35944444,-100.77805556,Laughlin AFB,Texas,TX,United States,Del Rio
BHC,35.16333333,-114.56444444,Laughlin Bullhead International,Arizona,AZ,United States,Bullhead City
IFP,35.15472222,-114.55944444,Laughlin/Bullhead International,Arizona,AZ,United States,Bullhead City
A34,58.36194444,-152.31222222,Laura Lake Airport,Alaska,AK,United States,Laura Lake
JZR,45.70444444,-108.75944444,Laurel Municipal,Montana,MT,United States,Laurel
BED,42.47,-71.28888889,Laurence G Hanscom Field,Massachusetts,MA,United States,Bedford
MXE,34.79222222,-79.36583333,Laurinburg-Maxton,North Carolina,NC,United States,Maxton
MWC,43.11027778,-88.03444444,Lawrence J Timmerman,Wisconsin,WI,United States,Milwaukee
LWC,39.01111111,-95.21638889,Lawrence Municipal,Kansas,KS,United States,Lawrence
LWM,42.71722222,-71.12361111,Lawrence Municipal,Massachusetts,MA,United States,Lawrence
LWF,35.23444444,-87.25805556,Lawrenceburg-Lawrence County,Tennessee,TN,United States,Lawrenceburg
LWV,38.76416667,-87.60555556,Lawrenceville-Vincennes International,Illinois,IL,United States,Lawrenceville
LSF,32.33166667,-84.98722222,Lawson AAF,Georgia,GA,United States,Columbus
LAW,34.56777778,-98.41666667,Lawton-Fort Sill Regional,Oklahoma,OK,United States,Lawton/Fort Sill
HOB,32.6875,-103.21722222,Lea County Regional,New Mexico,NM,United States,Hobbs
RQP,32.95388889,-103.40888889,Lea County-Zip Franklin Memorial,New Mexico,NM,United States,Lovington
YLR,56.51333333,-99.98527778,Leaf Rapids Airport,Manitoba,MB,Canada,Leaf Rapids
LEB,43.62611111,-72.30416667,Lebanon Municipal,New Hampshire,NH,United States,Lebanon-Hanover
TN1,36.19027778,-86.31555556,Lebanon Municipal,Tennessee,TN,United States,Lebanon
YLS,49.03027778,-77.01722222,Lebel-sur-Quevillon Airport,Quebec,QC,Canada,Lebel-sur-Quevillon
NY3,43.18111111,-77.91555556,Ledgedale Airpark,New York,NY,United States,Brockport
ANP,38.94277778,-76.56833333,Lee,Maryland,MD,United States,Annapolis
AIZ,38.09611111,-92.54944444,Lee C Fine Memorial,Missouri,MO,United States,Lake of the Ozarks
GVL,34.2725,-83.83027778,Lee Gilmer Memorial,Georgia,GA,United States,Gainesville
VA4,39.07805556,-77.5575,Leesburg Executive,Virginia,VA,United States,Leesburg
LEE,28.82277778,-81.80833333,Leesburg International,Florida,FL,United States,Leesburg
ABE,40.65222222,-75.44055556,Lehigh Valley International,Pennsylvania,PA,United States,Allentown/Bethlehem/Easton
OQF,58.28444444,-136.08472222,Lemesurier Island Airport,Alaska,AK,United States,Lemesurier Island
SMN,45.12333333,-113.88138889,Lemhi County,Idaho,ID,United States,Salmon
NLC,36.33305556,-119.95222222,Lemoore NAS,California,CA,United States,Lemoore
YYZ,43.67666667,-79.63055556,Lester B. Pearson International,Ontario,ON,Canada,Toronto
YQL,49.63027778,-112.79972222,Lethbridge County,Alberta,AB,Canada,Lethbridge
QCT,33.55,-102.36666667,Levelland Airport,Texas,TX,United States,Levelland
KLL,59.12694444,-156.86,Levelock Airport,Alaska,AK,United States,Levelock
LOT,41.60805556,-88.09611111,Lewis University,Illinois,IL,United States,Chicago/Romeoville
II2,41.60805556,-88.09611111,Lewis University,Illinois,IL,United States,Chicago/Romeoville
LWS,46.37444444,-117.01527778,Lewiston Nez Perce County,Idaho,ID,United States,Lewiston
LWT,47.04916667,-109.46666667,Lewistown Municipal,Montana,MT,United States,Lewistown
FQU,48.28388889,-115.49027778,Libby Airport,Montana,MT,United States,Libby
LBL,37.04388889,-100.96,Liberal Mid-America Regional,Kansas,KS,United States,Liberal
LIH,21.97611111,-159.33888889,Lihue Airport,Hawaii,HI,United States,Lihue
UXA,68.16666667,-163.2,Lik Camp Airport,Alaska,AK,United States,Lik Camp
04A,68.08333333,-163.16666667,Lik Mining Camp,Alaska,AK,United States,Lik
FQC,57.80555556,-152.38055556,Lilly Lake,Alaska,AK,United States,Kodiak
LIA,40.7625,-84.17916667,Lima Airport,Ohio,OH,United States,Lima
AOH,40.70833333,-84.02694444,Lima Allen County,Ohio,OH,United States,Lima
LVD,61.35916667,-155.44027778,Lime Village Airport,Alaska,AK,United States,Lime Village
LIC,39.27472222,-103.66583333,Limon Municipal,Colorado,CO,United States,Limon
LNK,40.85083333,-96.75916667,Lincoln Airport,Nebraska,NE,United States,Lincoln
RQF,35.48333333,-81.16111111,Lincolnton-Lincoln County Regional,North Carolina,NC,United States,Lincolnton
LDJ,40.6175,-74.24444444,Linden Airport,New Jersey,NJ,United States,Linden
LPW,56.38333333,-134.83333333,Little Port Walter Airport,Alaska,AK,United States,Little Port Walter
LRF,34.9175,-92.145,Little Rock AFB,Arkansas,AR,United States,Jacksonville
05A,67.57,-148.18388889,Little Squaw Airport,Alaska,AK,United States,Little Squaw
LIV,65.53111111,-148.54111111,Livengood Airport,Alaska,AK,United States,Livengood
LVK,37.69333333,-121.82027778,Livermore Municipal,California,CA,United States,Livermore
LVM,45.66666667,-110.56666667,Livingston Airport,Montana,MT,United States,Livingston
MI3,42.62944444,-83.98222222,Livingston County Spencer J. Hardy,Michigan,MI,United States,Howell
YLL,53.31055556,-110.07416667,Lloydminster Airport,Alberta,AB,Canada,Lloydminster
LGU,41.79138889,-111.85166667,Logan Cache,Utah,UT,United States,Logan
WV2,37.85555556,-81.91583333,Logan County,West Virginia,WV,United States,Logan
II4,40.15861111,-89.335,Logan County,Illinois,IL,United States,Lincoln
BOS,42.36305556,-71.00638889,Logan International,Massachusetts,MA,United States,Boston
LPC,34.66555556,-120.4675,Lompoc Airport,California,CA,United States,Lompoc
YXU,43.03305556,-81.15111111,London Airport,Ontario,ON,Canada,London
LOZ,37.08694444,-84.0775,London-Corbin Airport-Magee Field,Kentucky,KY,United States,London/Corbin
RQA,36.58861111,-118.04944444,Lone Pine Death Valley,California,CA,United States,Lone Pine
LNI,70.91083333,-153.24222222,Lonely AS,Alaska,AK,United States,Lonely
LNP,36.9875,-82.53,Lonesome Pine,Virginia,VA,United States,Wise
YAZ,49.08222222,-125.7725,Long Beach,British Columbia,BC,Canada,Tofino
LGB,33.81777778,-118.15138889,Long Beach Airport,California,CA,United States,Long Beach
LIJ,54.9,-132.75,Long Island Airport,Alaska,AK,United States,Long Island
ISP,40.79527778,-73.10027778,Long Island MacArthur,New York,NY,United States,Islip
LGM,40.16166667,-105.16138889,Longmont Municipal,Colorado,CO,United States,Longmont
LPS,48.48388889,-122.93777778,Lopez Island Airport,Washington,WA,United States,Lopez Island
UXT,41.34416667,-82.1775,Lorain Cnty Regional,Ohio,OH,United States,Lorain/Elyria
LPR,41.34416667,-82.17777778,Lorain County Regional,Ohio,OH,United States,Lorain/Elyria
WLR,55.60166667,-131.635,Loring Airport,Alaska,AK,United States,Loring
LRG,55.60166667,-131.635,Loring Airport,Alaska,AK,United States,Loring
LIZ,46.95055556,-67.88583333,Loring International,Maine,ME,United States,Limestone
LAM,35.87972222,-106.26861111,Los Alamos Airport,New Mexico,NM,United States,Los Alamos
LAX,33.9425,-118.40805556,Los Angeles International,California,CA,United States,Los Angeles
LSN,37.06388889,-120.86972222,Los Banos Municipal,California,CA,United States,Los Banos
LHB,54.22611111,-165.61111111,Lost Harbor Airport,Alaska,AK,United States,Lost Harbor
LSR,65.39611111,-167.16305556,Lost River 1,Alaska,AK,United States,Lost River
MSY,29.99333333,-90.25916667,Louis Armstrong New Orleans International,Louisiana,LA,United States,New Orleans
SDF,38.17416667,-85.73638889,Louisville International-Standiford Field,Kentucky,KY,United States,Louisville
LMS,33.14611111,-89.0625,Louisville Winston County,Mississippi,MS,United States,Louisville
CHA,35.03527778,-85.20361111,Lovell Field,Tennessee,TN,United States,Chattanooga
RBW,32.92111111,-80.64055556,Lowcountry Regional,South Carolina,SC,United States,Walterboro
RQL,41.23027778,-87.50777778,Lowell Airport,Indiana,IN,United States,Lowell
RQT,33.48555556,-101.81277778,Lubbock Executive Airpark,Texas,TX,United States,Lubbock
LBB,33.66361111,-101.82055556,Lubbock Preston Smith International,Texas,TX,United States,Lubbock
SJU,18.43944444,-66.00222222,Luis Munoz Marin International,Puerto Rico,PR,United States,San Juan
LUF,33.535,-112.38305556,Luke AFB,Arizona,AZ,United States,Phoenix
LBT,34.60972222,-79.05944444,Lumberton Regional,North Carolina,NC,United States,Lumberton
QQV,65.75916667,-111.25138889,Lupin Airport,Northwest Territories,NT,Canada,Lupin
LYH,37.32666667,-79.20111111,Lynchburg Regional/Preston Glenn Field,Virginia,VA,United States,Lynchburg
YYL,56.86444444,-101.07611111,Lynn Lake Airport,Manitoba,MB,Canada,Lynn Lake
PLK,36.62583333,-93.22888889,M Graham Clark Downtown,Missouri,MO,United States,Point Lookout
MBS,43.53305556,-84.07972222,MBS International,Michigan,MI,United States,Saginaw/Bay City/Midland
MCF,27.84944444,-82.52111111,Macdill AFB,Florida,FL,United States,Tampa
HFF,35.03666667,-79.4975,Mackall AAF,North Carolina,NC,United States,Hoffman
MCD,45.865,-84.63722222,Mackinac Island Airport,Michigan,MI,United States,Mackinac Island
MQB,40.52,-90.6525,Macomb Municipal,Illinois,IL,United States,Macomb
N3C,35.22222222,-83.42,Macon County,North Carolina,NC,United States,Franklin
MAC,32.82166667,-83.56194444,Macon Downtown,Georgia,GA,United States,Macon
MAE,36.98638889,-120.1125,Madera Municipal,California,CA,United States,Madera
XMD,44.01638889,-97.08555556,Madison Municipal,South Dakota,SD,United States,Madison
KY5,37.35583333,-87.39833333,Madisonville Regional,Kentucky,KY,United States,Madisonville
MDJ,44.67027778,-121.15527778,Madras Municipal,Oregon,OR,United States,Madras
EUG,44.12444444,-123.21194444,Mahlon Sweet Field,Oregon,OR,United States,Eugene
GVT,33.06777778,-96.06527778,Majors,Texas,TX,United States,Greenville
MLD,42.17055556,-112.28944444,Malad City Airport,Idaho,ID,United States,Malad City
MAW,36.59833333,-89.9925,Malden Regional,Missouri,MO,United States,Malden
A75,58.17194444,-152.89416667,Malina Bay Airport,Alaska,AK,United States,Malina Bay
GFA,47.50472222,-111.18722222,Malmstrom AFB Heliport,Montana,MT,United States,Great Falls
MLK,48.36694444,-107.91944444,Malta Airport,Montana,MT,United States,Malta
MMH,37.63111111,-118.85138889,Mammoth Lakes Airport,California,CA,United States,Mammoth Lakes
MNZ,38.72111111,-77.515,Manassas Regional/Harry P. Davis Field,Virginia,VA,United States,Manassas
MHT,42.93277778,-71.43583333,Manchester-Boston Regional,New Hampshire,NH,United States,Manchester
WQB,46.76805556,-100.89444444,Mandan Municipal,North Dakota,ND,United States,Mandan
MFT,32.85611111,-97.2,Mangham Field,Texas,TX,United States,Fort Worth
MHK,39.14111111,-96.67166667,Manhattan Regional,Kansas,KS,United States,Manhattan/Ft. Riley
YMV,50.6575,-68.8325,Manic-5,Quebec,QC,Canada,Manicouagan
MBL,44.2725,-86.24694444,Manistee County-Blacker,Michigan,MI,United States,Manistee/Ludington
YEM,45.8425,-81.8575,Manitoulin East Municipal,Ontario,ON,Canada,Manitowaning
MTW,44.12888889,-87.68055556,Manitowoc County,Wisconsin,WI,United States,Manitowoc
MKT,44.22277778,-93.91944444,Mankato Regional,Minnesota,MN,United States,Mankato
MLY,64.98805556,-150.6475,Manley Hot Springs Airport,Alaska,AK,United States,Manley Hot Springs
KMO,58.98166667,-159.05666667,Manokatak Seaplane Base,Alaska,AK,United States,Manokotak
WA2,47.80944444,-119.63694444,Mansfield Airport,Washington,WA,United States,Mansfield
MFD,40.82138889,-82.51666667,Mansfield Lahm Regional,Ohio,OH,United States,Mansfield
QMN,42.00083333,-71.19833333,Mansfield Municipal,Massachusetts,MA,United States,Mansfield
YMU,50.06944444,-124.98333333,Mansons Landing Water Aerodrome,British Columbia,BC,Canada,Mansons Landing
FQO,55.56666667,-131.05638889,Manzanita Lake Airport,Alaska,AK,United States,Manzanita Lake
AVW,32.40944444,-111.21833333,Marana Regional,Arizona,AZ,United States,Tucson
YSP,48.75722222,-86.34583333,Marathon Airport,Ontario,ON,Canada,Marathon
L41,36.81083333,-111.64444444,Marble Canyon Airport,Arizona,AZ,United States,Marble Canyon
RIV,33.88083333,-117.25944444,March ARB,California,CA,United States,Riverside
MRK,25.995,-81.6725,Marco Island Airport,Florida,FL,United States,Marco Island
MRF,30.37111111,-104.0175,Marfa Municipal,Texas,TX,United States,Marfa
RTE,55.7,-131.63333333,Marguerite Bay Airport,Alaska,AK,United States,Marguerite Bay
JMC,37.87861111,-122.50972222,Marin County Heliport,California,CA,United States,San Francisco
CO3,36.68166667,-121.76166667,Marina Municipal,California,CA,United States,Marina
QAX,33.96666667,-118.45,Marina del Ray Airport,California,CA,United States,Marina del Ray
HAB,34.12916667,-87.99444444,Marion County,Alabama,AL,United States,Hamilton
APT,35.06055556,-85.58527778,Marion County Brown Field,Tennessee,TN,United States,Jasper
MNN,40.61638889,-83.06333333,Marion Municipal,Ohio,OH,United States,Marion
MZZ,40.49,-85.67972222,Marion Municipal,Indiana,IN,United States,Marion
XXR,37.51083333,-120.03944444,Mariposa-Yosemite,California,CA,United States,Mariposa
MXG,42.34305556,-71.50888889,Marlboro Airport,Massachusetts,MA,United States,Marlboro
QMH,29.69777778,-95.4075,Marriot Helipad Hou.,Texas,TX,United States,Houston
MLL,61.86416667,-162.02611111,Marshall Don Hunter Sr.,Alaska,AK,United States,Marshall
DQP,38.23638889,-89.35861111,Marshall Field,Kentucky,KY,United States,Georgetown
FOA,61.86666667,-162.06666667,Marshall Field,Alaska,AK,United States,Fortuna Ledge
MHL,39.09555556,-93.20277778,Marshall Memorial Municipal,Missouri,MO,United States,Marshall
MIW,42.11277778,-92.91777778,Marshalltown Municipal,Iowa,IA,United States,Marshalltown
MFI,44.63694444,-90.18944444,Marshfield Municipal,Wisconsin,WI,United States,Marshfield
MA4,42.0975,-70.67305556,Marshfield Municipal George Harlow Field,Massachusetts,MA,United States,Marshfield
MVY,41.39333333,-70.61388889,Martha s Vineyard Airport,Massachusetts,MA,United States,Martha's Vineyard
MTN,39.32555556,-76.41388889,Martin State,Maryland,MD,United States,Baltimore
MDA,29.43138889,-98.37777778,Martindale AHP,Texas,TX,United States,San Antonio
VZA,60.90611111,-159.63916667,Marvel Creek Mine Airport,Alaska,AK,United States,Marvel Creek Mine
YMH,52.30277778,-55.84777778,Mary s Harbour Airport,Newfoundland and Labrador,NL,Canada,Mary's Harbour
MD2,38.59694444,-77.0725,Maryland,Maryland,MD,United States,Indian Head
MCW,43.15777778,-93.33111111,Mason City Municipal,Iowa,IA,United States,Mason City
LDM,43.9625,-86.40805556,Mason County,Michigan,MI,United States,Ludington
MSS,44.93638889,-74.845,Massena International-Richards Field,New York,NY,United States,Massena
ZMT,54.02722222,-132.125,Masset Airport,British Columbia,BC,Canada,Masset
YNM,49.76166667,-77.80277778,Matagami Airport,Quebec,QC,Canada,Matagami
YME,48.85638889,-67.45222222,Matane Airport,Quebec,QC,Canada,Matane
NY8,40.98694444,-72.51916667,Mattituck Airport,New York,NY,United States,Mattituck
MRC,35.55444444,-87.17916667,Maury County,Tennessee,TN,United States,Columbia
AXB,44.31666667,-75.89972222,Maxson Airfield,New York,NY,United States,Alexandria Bay
MXF,32.38305556,-86.36583333,Maxwell AFB,Alabama,AL,United States,Montgomery
MYK,61.33611111,-142.68583333,May Creek Airport,Alaska,AK,United States,May Creek
KY6,36.76972222,-88.58472222,Mayfield Graves County,Kentucky,KY,United States,Mayfield
YMA,63.61666667,-135.86888889,Mayo Airport,Yukon Territory,YT,Canada,Mayo
NRB,30.39138889,-81.42444444,Mayport NS,Florida,FL,United States,Mayport
MLC,34.8825,-95.78333333,McAlester Regional,Oklahoma,OK,United States,McAlester
MFE,26.17583333,-98.23861111,McAllen Miller International,Texas,TX,United States,Mission/McAllen/Edinburg
MYL,44.88861111,-116.10166667,McCall Municipal,Idaho,ID,United States,McCall
XWL,43.20916667,-112.34972222,McCarley Field,Idaho,ID,United States,Blackfoot
LAS,36.08,-115.15222222,McCarran International,Nevada,NV,United States,Las Vegas
MXY,61.43777778,-142.9025,McCarthy Airport,Alaska,AK,United States,McCarthy
TCM,47.13777778,-122.47638889,McChord Field,Washington,WA,United States,Tacoma
MCC,38.66777778,-121.40055556,McClellan Airfield,California,CA,United States,Sacramento
CLD,33.12833333,-117.28,McClellan-Palomar,California,CA,United States,Carlsbad
MCB,31.17833333,-90.47194444,McComb/Pike County/John E. Lewis Field,Mississippi,MS,United States,McComb
IAB,37.62305556,-97.2675,McConnell AFB,Kansas,KS,United States,Wichita
MCK,40.20638889,-100.59194444,McCook Ben Nelson Regional,Nebraska,NE,United States,McCook
KMC,57.13333333,-153.2,McCord Seaplane Base,Alaska,AK,United States,McCord
OQA,55.93722222,-131.81277778,McDonald Lake Airport,Alaska,AK,United States,McDonald Lake
MMT,33.92083333,-80.80111111,McEntire Jngb,South Carolina,SC,United States,Columbia
TYS,35.80944444,-83.99527778,McGhee Tyson,Tennessee,TN,United States,Knoxville
MCG,62.95277778,-155.60694444,McGrath Airport,Alaska,AK,United States,McGrath
WRI,40.01555556,-74.59166667,McGuire Field,New Jersey,NJ,United States,Fort Dix
MKL,35.6,-88.91555556,McKellar-Sipes Regional,Tennessee,TN,United States,Jackson
A73,63.7325,-148.91055556,McKinley National Park,Alaska,AK,United States,McKinley Park
T8X,33.17694444,-96.58888889,McKinney National,Texas,TX,United States,Dallas
SSI,31.15194444,-81.39111111,McKinnon St Simons Island,Georgia,GA,United States,Brunswick
MMI,35.39916667,-84.56166667,McMinn County,Tennessee,TN,United States,Athens
SLE,44.90944444,-123.0025,McNary Field,Oregon,OR,United States,Salem
VWJ,33.55944444,-80.64833333,McNeil,South Carolina,SC,United States,Cameron
MPR,38.3525,-97.69138889,McPherson Airport,Kansas,KS,United States,McPherson
WV1,38.29444444,-81.56555556,Mcs-Pad Heliport,West Virginia,WV,United States,Charleston
NU4,65.025,-96.07111111,Meadowbank,Nunavut Territory,NU,Canada,Meadowbank Nunavut
BFL,35.43388889,-119.05777778,Meadows Field,California,CA,United States,Bakersfield
MDR,63.10694444,-154.71666667,Medfra Airport,Alaska,AK,United States,Medfra
YXH,50.01888889,-110.72055556,Medicine Hat Airport,Alberta,AB,Canada,Medicine Hat
